,display,break,index,full_sentence,cloze_probability,dataset,CoRT_mean,CoRT_std,CoRT_descript,target_word,random_word,word_count,cloze_descript,condition_name,sampled,last_word,hand,iti_dur,start_time,trial_dur,ShowProgressBar,block_num,iti_dur_ms,trial_dur_ms
51,trial,,51.0,If|corn|isn't|ready|it|will|be|hard|to,0.43,peele,2.0,0.8164965809277259,strong non-CoRT,eat,boat,9.0,low cloze,hard,False,eat,right,0.5,405.0,7.0,1.0,2.0,500.0,7000.0
52,trial,,52.0,She|graduated|at|the|top|of|her,0.95,block_baldwin,1.5714285714285714,0.7867957924694432,strong non-CoRT,class,shelf,7.0,high cloze,easy,False,class,right,0.5,307.5,7.0,1.0,2.0,500.0,7000.0
53,trial,,53.0,Jenny|was|creative|and|loved|to|study,0.82,block_baldwin,1.5714285714285714,0.7867957924694431,strong non-CoRT,art,drink,7.0,high cloze,easy,False,art,right,0.5,322.5,7.0,1.0,2.0,500.0,7000.0
54,trial,,54.0,"Soon|after|Janice|stepped|on|the|wet|floor,|she",0.82,peele,4.6,0.5477225575051662,strong CoRT,slipped,crowd,9.0,high cloze,easy,False,slipped,right,0.5,75.0,7.0,1.0,2.0,500.0,7000.0
55,trial,,55.0,"After|the|vandal|punctured|the|water|tower,|water|began|to",0.43,peele,4.4,0.8944271909999157,strong CoRT,leak,vice,10.0,low cloze,hard,False,leak,right,0.5,142.5,7.0,1.0,2.0,500.0,7000.0
56,trial,,56.0,"When|Nancy|returned|home,|all|she|found|was|a",0.38,peele,4.0,1.414213562373095,strong CoRT,note,run,9.0,low cloze,hard,False,note,right,0.5,157.5,7.0,1.0,2.0,500.0,7000.0
57,trial,,57.0,The|thief|drove|around|looking|for|a|house|to,0.91,peele,4.0,0.8164965809277259,strong CoRT,rob,pet,9.0,high cloze,easy,True,pet,right,0.5,0.0,7.0,1.0,2.0,500.0,7000.0
58,trial,,58.0,"After|receiving|bad|news,|the|patient|began|to",0.83,peele,4.166666666666667,0.983192080250175,strong CoRT,cry,steroids,8.0,high cloze,easy,False,cry,right,0.5,60.0,7.0,1.0,2.0,500.0,7000.0
59,trial,,59.0,France|is|a|country|that|is|famous|for,0.31,peele,2.0,1.7320508075688772,strong non-CoRT,wine,cave,8.0,low cloze,hard,True,cave,right,0.5,420.0,7.0,1.0,2.0,500.0,7000.0
60,trial,,60.0,The|thief|ran|away|after|taking|the|woman's,0.9,peele,4.75,0.4999999999999999,strong CoRT,purse,hire,8.0,high cloze,easy,True,hire,right,0.5,22.5,7.0,1.0,2.0,500.0,7000.0
61,trial,,61.0,Clara|worried|that|her|first|painting|wouldn't|turn|out,0.47,peele,1.8,0.8366600265340756,strong non-CoRT,well,fence,9.0,low cloze,hard,False,well,right,0.5,427.5,7.0,1.0,2.0,500.0,7000.0
62,trial,,62.0,Michael|cautiously|watched|the|zookeeper|feed|the,0.38,peele,4.6,0.8944271909999159,strong CoRT,lion,concert,7.0,low cloze,hard,False,lion,right,0.5,180.0,7.0,1.0,2.0,500.0,7000.0
63,trial,,63.0,"Heidi|loves|Georgia,|because|her|favorite|fruit|is|the",0.93,peele,1.5,0.5773502691896257,strong non-CoRT,peach,kite,9.0,high cloze,easy,False,peach,right,0.5,315.0,7.0,1.0,2.0,500.0,7000.0
64,break,# Well done! You got $${percent_correct}% correct!,,,,,,,,,,,,,,,,,,,,,,
0,trial,,0.0,The|employee|always|forgot|to|wear|her,0.33,peele,2.0,1.4142135623730951,strong non-CoRT,badge,mate,7.0,low cloze,hard,False,badge,right,0.5,360.0,7.0,1.0,3.0,500.0,7000.0
1,trial,,1.0,Riley|ate|the|peach|and|then|she|chucked|the,0.7,peele,4.4,0.8944271909999159,strong CoRT,pit,heat,9.0,high cloze,easy,False,pit,right,0.5,30.0,7.0,1.0,3.0,500.0,7000.0
2,trial,,2.0,Before|placing|each|brick|he|applied|a|glob|of,0.46,peele,4.666666666666667,0.5773502691896258,strong CoRT,cement,garden,9.0,low cloze,hard,False,cement,right,0.5,232.5,7.0,1.0,3.0,500.0,7000.0
3,trial,,3.0,The,0.91,peele,2.0,1.1547005383792517,strong non-CoRT,awardcrust,fly,1.0,high cloze,easy,True,fly,right,0.5,255.0,7.0,1.0,3.0,500.0,7000.0
4,trial,,4.0,During|the|battle|all|of|the|sailors|fled|the,0.37,peele,5.0,0.0,strong CoRT,ship,back,9.0,low cloze,hard,False,ship,right,0.5,195.0,7.0,1.0,3.0,500.0,7000.0
5,trial,,5.0,When|at|the|fair|her|kids|always|have|great,0.45,peele,1.75,0.5,strong non-CoRT,times,mom,9.0,low cloze,hard,False,times,right,0.5,442.5,7.0,1.0,3.0,500.0,7000.0
6,trial,,6.0,The|gentleman|on|the|bus|offered|the|child|his,0.9,peele,4.25,0.957427107756338,strong CoRT,seat,gate,9.0,high cloze,easy,False,seat,right,0.5,75.0,7.0,1.0,3.0,500.0,7000.0
7,trial,,7.0,Nick|didn't|understand|the|double|meaning|of|the|ad's,0.37,peele,2.0,0.7071067811865476,strong non-CoRT,message,walk,9.0,low cloze,hard,False,message,right,0.5,450.0,7.0,1.0,3.0,500.0,7000.0
8,trial,,8.0,"Satisfied|with|his|dinner,|Harold|let|out|a|huge",0.36,peele,4.5,0.5773502691896257,strong CoRT,burp,joke,9.0,low cloze,hard,False,burp,right,0.5,150.0,7.0,1.0,3.0,500.0,7000.0
9,trial,,9.0,The|bite|was|so|painful|she|began|to,0.77,peele,4.166666666666667,1.1690451944500122,strong CoRT,cry,ghost,8.0,high cloze,easy,False,cry,right,0.5,45.0,7.0,1.0,3.0,500.0,7000.0
10,trial,,10.0,"In|class,|Paula|took|out|her|notebook|and",0.42,peele,4.8,0.44721359549995787,strong CoRT,wrote,wrath,8.0,low cloze,hard,False,wrote,right,0.5,180.0,7.0,1.0,3.0,500.0,7000.0
11,trial,,11.0,Jim|convinced|her|that|it|was|a|bad|prank|to,0.43,peele,1.75,0.5,strong non-CoRT,pull,vase,10.0,low cloze,hard,True,vase,right,0.5,367.5,7.0,1.0,3.0,500.0,7000.0
12,trial,,12.0,"When|Jen|showed|the|treat,|Maggie's|tail|began|to",0.96,peele,4.0,0.8164965809277259,strong CoRT,wag,map,9.0,high cloze,easy,False,wag,right,0.5,52.5,7.0,1.0,3.0,500.0,7000.0
13,trial,,13.0,She|arrived|at|the|house|riding|a|beautiful,0.71,peele,4.5,1.0,strong CoRT,horse,pair,8.0,high cloze,easy,False,horse,right,0.5,82.5,7.0,1.0,3.0,500.0,7000.0
14,trial,,14.0,Wade|spotted|the|incoming|ball|and|was|able|to,0.36,peele,4.5,0.5773502691896257,strong CoRT,duck,track,9.0,low cloze,hard,True,track,right,0.5,187.5,7.0,1.0,3.0,500.0,7000.0
15,trial,,15.0,The|ranch|workers|were|startled|by|the|charging|angry,0.72,peele,4.6,0.5477225575051662,strong CoRT,bull,bug,9.0,high cloze,easy,False,bull,right,0.5,105.0,7.0,1.0,3.0,500.0,7000.0
16,trial,,16.0,He|used|his|skateboard|to|grind|along|the,0.38,peele,4.5,0.5773502691896257,strong CoRT,rails,kill,8.0,low cloze,hard,False,rails,right,0.5,217.5,7.0,1.0,3.0,500.0,7000.0
17,trial,,17.0,The|baby's|face|puckered|when|she|ate|something,0.94,peele,4.5,0.5477225575051661,strong CoRT,sour,punch,8.0,high cloze,easy,True,punch,right,0.5,90.0,7.0,1.0,3.0,500.0,7000.0
18,trial,,18.0,The|blanket|looked|like|something|a|child|had,0.44,peele,1.4,0.8944271909999159,strong non-CoRT,made,shark,8.0,low cloze,hard,False,made,right,0.5,465.0,7.0,1.0,3.0,500.0,7000.0
19,trial,,19.0,The|little|girl|wanted|the|same|bicycle|her|brother,0.85,peele,2.0,1.7320508075688772,strong non-CoRT,had,lack,9.0,high cloze,easy,False,had,right,0.5,307.5,7.0,1.0,3.0,500.0,7000.0
20,trial,,20.0,Everyone|in|the|kitchen|was|startled|when|the|bowl,0.47,peele,4.0,0.7071067811865475,strong CoRT,fell,will,9.0,low cloze,hard,False,fell,right,0.5,165.0,7.0,1.0,3.0,500.0,7000.0
21,trial,,21.0,Greg|clutched|his|queasy|stomach|and|began|to,0.47,peele,4.75,0.4999999999999999,strong CoRT,vomit,sleep,8.0,low cloze,hard,True,sleep,right,0.5,120.0,7.0,1.0,3.0,500.0,7000.0
22,trial,,22.0,The|assistant|shouted|in|pain|after|stepping|on|a,0.5,peele,4.0,1.0,strong CoRT,nail,robe,9.0,low cloze,hard,True,robe,right,0.5,127.5,7.0,1.0,3.0,500.0,7000.0
23,trial,,23.0,"In|the|front|lawn,|Irvin|planted|a|big,|green",0.44,peele,4.0,0.8944271909999159,strong CoRT,tree,cab,9.0,low cloze,hard,False,tree,right,0.5,202.5,7.0,1.0,3.0,500.0,7000.0
24,trial,,24.0,The|safest|seats|in|a|car|are|in|the,0.76,peele,1.6,0.8944271909999159,strong non-CoRT,back,color,9.0,high cloze,easy,False,back,right,0.5,262.5,7.0,1.0,3.0,500.0,7000.0
25,trial,,25.0,Denise|struck|her|attacker|a|heavy,0.71,block_baldwin,4.5,0.8366600265340756,strong CoRT,blow,rock,6.0,high cloze,easy,False,blow,right,0.5,112.5,7.0,1.0,3.0,500.0,7000.0
26,trial,,26.0,"The|toddler|enjoyed|feeding|bread|to|the|fat,|white",0.5,peele,4.5,0.5773502691896257,strong CoRT,duck,lobe,9.0,low cloze,hard,False,duck,right,0.5,142.5,7.0,1.0,3.0,500.0,7000.0
27,trial,,27.0,Abby|stuck|his|picture|to|her|wall|with|a,0.46,peele,4.333333333333333,0.5773502691896257,strong CoRT,tack,lab,9.0,low cloze,hard,False,tack,right,0.5,135.0,7.0,1.0,3.0,500.0,7000.0
